ITEM_ID,USER_ID,EVENT_TYPE,TIMESTAMP,DISCOUNT
379662010,2758,allonline_add_to_cart,1591818757,No
373989010,447,allonline_add_to_cart,1591818971,No
156308010,6433,allonline_add_to_cart,1591819211,Yes
362331010,4474,allonline_add_to_cart,1591819443,No
360280010,5398,allonline_add_to_cart,1591819682,No
175572030,5951,allonline_add_to_cart,1591819908,Yes
349700010,6945,allonline_add_to_cart,1591820173,No
260681010,4595,allonline_add_to_cart,1591820394,No
359943010,1277,allonline_add_to_cart,1591820839,No
260939010,5371,allonline_add_to_cart,1591821079,Yes
229279010,5376,allonline_add_to_cart,1591821300,No
393254010,7719,allonline_add_to_cart,1591821533,Yes
357192010,981,allonline_add_to_cart,1591821786,Yes
350511010,3304,allonline_add_to_cart,1591822036,No
237311010,2504,allonline_add_to_cart,1591822270,Yes
347640010,6195,allonline_add_to_cart,1591822768,No
352048010,724,allonline_add_to_cart,1591822996,Yes
366817010,4192,allonline_add_to_cart,1591823206,No
196702010,430,allonline_add_to_cart,1591823439,Yes
388046010,456,allonline_add_to_cart,1591823679,No
355038010,5533,allonline_add_to_cart,1591823941,Yes
347141010,5769,allonline_add_to_cart,1591824170,Yes
383885010,8358,allonline_add_to_cart,1591824418,Yes
391571010,6560,allonline_add_to_cart,1591824647,Yes
358675010,3934,allonline_add_to_cart,1591824874,No
388473010,2363,allonline_add_to_cart,1591825144,No
354985010,2779,allonline_add_to_cart,1591825381,No
388877010,3207,allonline_add_to_cart,1591825623,No
348085010,6528,allonline_add_to_cart,1591825849,Yes
390668010,4720,allonline_add_to_cart,1591826042,No
395886010,5002,allonline_add_to_cart,1591826352,Yes
362437010,8473,allonline_add_to_cart,1591826559,Yes
327707020,2606,allonline_add_to_cart,1591826801,No
350926010,6636,allonline_add_to_cart,1591827039,No
357656010,6639,allonline_add_to_cart,1591827270,Yes
393801010,2354,allonline_add_to_cart,1591827522,Yes
304122020,930,allonline_add_to_cart,1591827773,No
351295010,3714,allonline_add_to_cart,1591827982,Yes
355080010,3796,allonline_add_to_cart,1591828248,Yes
355065010,6574,allonline_add_to_cart,1591828481,Yes
274760010,5637,allonline_add_to_cart,1591828720,No
355419010,3616,allonline_add_to_cart,1591828901,No
352114010,663,allonline_add_to_cart,1591829158,No
357183010,3267,allonline_add_to_cart,1591829430,Yes
365078010,7778,allonline_add_to_cart,1591829625,No
376341010,8472,allonline_add_to_cart,1591829854,Yes
298611010,2041,allonline_add_to_cart,1591830137,No
347158010,3827,allonline_add_to_cart,1591830381,Yes
383573010,3670,allonline_add_to_cart,1591830606,Yes
327705020,1435,allonline_add_to_cart,1591830798,Yes
384563010,6742,allonline_add_to_cart,1591831096,Yes
381476010,3496,allonline_add_to_cart,1591831317,No
274759010,3670,allonline_add_to_cart,1591831571,No
369657010,7179,allonline_add_to_cart,1591831767,No
175610040,349,allonline_add_to_cart,1591832005,No
362989010,251,allonline_add_to_cart,1591832287,Yes
382004010,5567,allonline_add_to_cart,1591832513,Yes
350932010,7123,allonline_add_to_cart,1591832720,No
356299010,4779,allonline_add_to_cart,1591832942,Yes
383369010,1109,allonline_add_to_cart,1591833205,Yes
120215040,5709,allonline_add_to_cart,1591833425,Yes
261057010,1457,allonline_add_to_cart,1591833920,No
358951010,4413,allonline_add_to_cart,1591834178,Yes
396435010,5125,allonline_add_to_cart,1591834396,No
366849010,502,allonline_add_to_cart,1591834629,Yes
362994010,8610,allonline_add_to_cart,1591834866,Yes
147613010,2691,allonline_add_to_cart,1591835096,No
395925010,8351,allonline_add_to_cart,1591836084,Yes
393136010,7216,allonline_add_to_cart,1591836286,Yes
357914010,8428,allonline_add_to_cart,1591836551,Yes
396144010,2264,allonline_add_to_cart,1591837731,No
350938010,2606,allonline_add_to_cart,1591837959,No
181457050,2301,allonline_add_to_cart,1591838459,Yes
392761010,898,allonline_add_to_cart,1591838669,No
380699010,5437,allonline_add_to_cart,1591839164,No
356355010,5135,allonline_add_to_cart,1591839373,Yes
375082010,7648,allonline_add_to_cart,1591839650,No
393252010,2947,allonline_add_to_cart,1591839866,Yes
388178010,6313,allonline_add_to_cart,1591840078,No
365164010,5371,allonline_add_to_cart,1591840301,No
388535010,2400,allonline_add_to_cart,1591840574,Yes
395920010,1327,allonline_add_to_cart,1591841025,Yes
360266010,4361,allonline_add_to_cart,1591841293,No
390163010,8704,allonline_add_to_cart,1591841716,No
383564010,2381,allonline_add_to_cart,1591841983,No
395045010,7482,allonline_add_to_cart,1591842483,No
393139010,1865,allonline_add_to_cart,1591842667,No
356663010,6391,allonline_add_to_cart,1591842925,No
350940010,8517,allonline_add_to_cart,1591843400,No
362436010,568,allonline_add_to_cart,1591843661,No
372316010,1453,allonline_add_to_cart,1591843892,No
380227010,1897,allonline_add_to_cart,1591844092,No
395891010,1264,allonline_add_to_cart,1591844378,Yes
341342010,1914,allonline_add_to_cart,1591844605,No
348123010,494,allonline_add_to_cart,1591844841,No
395916010,8484,allonline_add_to_cart,1591845106,Yes
325911010,1565,allonline_add_to_cart,1591845358,Yes
357135010,4858,allonline_add_to_cart,1591845570,No
380275010,2117,allonline_add_to_cart,1591845779,No
395911010,4372,allonline_add_to_cart,1591846282,Yes
356833030,255,allonline_add_to_cart,1591846503,Yes
396450010,2847,allonline_add_to_cart,1591846739,No
400335010,7865,allonline_add_to_cart,1591846997,Yes
355091010,7557,allonline_add_to_cart,1591847456,Yes
369856010,999,allonline_add_to_cart,1591847715,No
274759010,6250,allonline_add_to_cart,1591847934,Yes
388139010,5142,allonline_add_to_cart,1591848184,Yes
337659010,381,allonline_add_to_cart,1591848379,No
362493010,8054,allonline_add_to_cart,1591848629,Yes
386410010,1290,allonline_add_to_cart,1591848912,Yes
393155010,7355,allonline_add_to_cart,1591849126,No
391608010,4640,allonline_add_to_cart,1591849364,Yes
355226010,4948,allonline_add_to_cart,1591849625,No
393310010,5430,allonline_add_to_cart,1591849828,Yes
381475010,163,allonline_add_to_cart,1591850066,No
181445030,1913,allonline_add_to_cart,1591850326,Yes
389082010,3373,allonline_add_to_cart,1591850530,No
277058010,707,allonline_add_to_cart,1591850809,Yes
362436010,3306,allonline_add_to_cart,1591851056,No
356662010,6917,allonline_add_to_cart,1591851254,No
386194010,5970,allonline_add_to_cart,1591851491,No
826995030,7929,allonline_add_to_cart,1591851731,No
348123010,1690,allonline_add_to_cart,1591851986,No
345453010,128,allonline_add_to_cart,1591852205,No
352322010,5397,allonline_add_to_cart,1591852456,Yes
349734010,6862,allonline_add_to_cart,1591852706,No
289051010,4141,allonline_add_to_cart,1591852930,Yes
395884010,8037,allonline_add_to_cart,1591853142,Yes
370364010,3032,allonline_add_to_cart,1591853628,No
340003010,5172,allonline_add_to_cart,1591853877,No
351068010,8257,allonline_add_to_cart,1591854063,Yes
362394010,1650,allonline_add_to_cart,1591854367,No
317074010,7619,allonline_add_to_cart,1591854604,Yes
350406010,1434,allonline_add_to_cart,1591854825,No
260965010,2606,allonline_add_to_cart,1591855052,No
321126010,1539,allonline_add_to_cart,1591855318,Yes
388742010,3464,allonline_add_to_cart,1591855556,No
297026010,2059,allonline_add_to_cart,1591855786,No
355218010,2953,allonline_add_to_cart,1591855999,Yes
388740010,5536,allonline_add_to_cart,1591856258,Yes
247016030,901,allonline_add_to_cart,1591856462,Yes
355972010,177,allonline_add_to_cart,1591856723,Yes
350520010,5402,allonline_add_to_cart,1591856964,No
233607010,8235,allonline_add_to_cart,1591857205,No
337672010,6172,allonline_add_to_cart,1591857457,Yes
349734010,4516,allonline_add_to_cart,1591857697,No
347157010,7004,allonline_add_to_cart,1591857905,No
384586010,6383,allonline_add_to_cart,1591858156,No
376180010,114,allonline_add_to_cart,1591858398,No
394782010,2167,allonline_add_to_cart,1591858600,No
376455010,5404,allonline_add_to_cart,1591858866,Yes
348437010,5717,allonline_add_to_cart,1591859098,Yes
359585010,3045,allonline_add_to_cart,1591859295,No
381559010,8088,allonline_add_to_cart,1591859595,Yes
350537010,5479,allonline_add_to_cart,1591859833,No
257761030,7619,allonline_add_to_cart,1591860062,Yes
366659010,6231,allonline_add_to_cart,1591860285,Yes
350929010,1953,allonline_add_to_cart,1591860531,No
375337010,6829,allonline_add_to_cart,1591861185,No
247016030,8765,allonline_add_to_cart,1591861476,No
350243010,5783,allonline_add_to_cart,1591861720,Yes
400510010,6988,allonline_add_to_cart,1591861952,No
395915010,748,allonline_add_to_cart,1591862197,Yes
299089010,4839,allonline_add_to_cart,1591862425,No
347022010,4849,allonline_add_to_cart,1591862663,Yes
393795010,8569,allonline_add_to_cart,1591862929,No
348466010,7376,allonline_add_to_cart,1591863140,No
355080010,5149,allonline_add_to_cart,1591863390,Yes
395925010,4697,allonline_add_to_cart,1591863631,Yes
381761010,3706,allonline_add_to_cart,1591863859,No
350386010,3995,allonline_add_to_cart,1591864040,Yes
400335010,4816,allonline_add_to_cart,1591864362,No
229284010,7139,allonline_add_to_cart,1591864545,No
394566010,8187,allonline_add_to_cart,1591864826,No
358675010,4824,allonline_add_to_cart,1591865023,Yes
206131140,1361,allonline_add_to_cart,1591865241,No
391143010,325,allonline_add_to_cart,1591865496,No
383361010,6227,allonline_add_to_cart,1591865743,Yes
319362090,4668,allonline_add_to_cart,1591866005,No
388534010,5128,allonline_add_to_cart,1591866232,Yes
355269010,2225,allonline_add_to_cart,1591866487,No
378118010,3059,allonline_add_to_cart,1591866658,Yes
399674010,5913,allonline_add_to_cart,1591866960,No
193627010,4185,allonline_add_to_cart,1591867182,No
373103010,5765,allonline_add_to_cart,1591867410,No
218439010,4742,allonline_add_to_cart,1591867672,No
256664010,1997,allonline_add_to_cart,1591867904,No
356365010,3589,allonline_add_to_cart,1591868104,Yes
392652010,2213,allonline_add_to_cart,1591868369,Yes
305691010,3318,allonline_add_to_cart,1591868624,No
348086010,4136,allonline_add_to_cart,1591868830,No
356323010,927,allonline_add_to_cart,1591869069,Yes
395895010,3461,allonline_add_to_cart,1591869583,Yes
350947010,3529,allonline_add_to_cart,1591869806,No
358673010,4117,allonline_add_to_cart,1591870059,No
305688010,3941,allonline_add_to_cart,1591870281,No
393205010,5447,allonline_add_to_cart,1591870520,Yes
388737010,2618,allonline_add_to_cart,1591870724,No
395887010,3469,allonline_add_to_cart,1591871003,Yes
324268010,7423,allonline_add_to_cart,1591871202,Yes
348236010,564,allonline_add_to_cart,1591871431,No
256016010,7915,allonline_add_to_cart,1591871645,No
251023010,2543,allonline_add_to_cart,1591871955,No
365078010,4977,allonline_add_to_cart,1591872166,Yes
372317010,5173,allonline_add_to_cart,1591872389,Yes
390093010,1975,allonline_add_to_cart,1591872650,No
378123010,233,allonline_add_to_cart,1591872869,No
395702010,4414,allonline_add_to_cart,1591873065,Yes
356794010,3039,allonline_add_to_cart,1591873595,Yes
356766010,4623,allonline_add_to_cart,1591873850,Yes
229284010,5799,allonline_add_to_cart,1591874052,No
349749010,557,allonline_add_to_cart,1591874265,Yes
399094010,3225,allonline_add_to_cart,1591874558,No
395895010,3523,allonline_add_to_cart,1591874803,No
372251010,1850,allonline_add_to_cart,1591875025,No
395915010,8507,allonline_add_to_cart,1591875248,No
372432010,836,allonline_add_to_cart,1591875486,Yes
355976010,5917,allonline_add_to_cart,1591875737,Yes
361794010,4553,allonline_add_to_cart,1591875981,Yes
365122010,3464,allonline_add_to_cart,1591876398,No
356669010,1933,allonline_add_to_cart,1591876926,No
395702010,3824,allonline_add_to_cart,1591877166,No
399101010,5131,allonline_add_to_cart,1591877416,Yes
357709010,6147,allonline_add_to_cart,1591877599,No
388080010,4917,allonline_add_to_cart,1591877877,No
213495020,7175,allonline_add_to_cart,1591878136,No
390129010,5835,allonline_add_to_cart,1591878294,Yes
189074390,1350,allonline_add_to_cart,1591878569,No
375074010,8280,allonline_add_to_cart,1591878817,No
386929010,4380,allonline_add_to_cart,1591879009,Yes
367995010,6056,allonline_add_to_cart,1591879298,No
395915010,3333,allonline_add_to_cart,1591879548,No
343631010,2562,allonline_add_to_cart,1591879767,Yes
397667010,5736,allonline_add_to_cart,1591880025,No
384202010,1104,allonline_add_to_cart,1591880240,No
354970010,107,allonline_add_to_cart,1591880475,Yes
827105140,837,allonline_add_to_cart,1591880687,Yes
364326010,8040,allonline_add_to_cart,1591880971,No
375548010,3418,allonline_add_to_cart,1591881181,No
391140010,5317,allonline_add_to_cart,1591881447,No
352171010,8748,allonline_add_to_cart,1591881649,Yes
399762010,3999,allonline_add_to_cart,1591881917,Yes
395892010,5968,allonline_add_to_cart,1591882143,Yes
364327010,4939,allonline_add_to_cart,1591882391,No
386927010,7005,allonline_add_to_cart,1591882622,Yes
383565010,5590,allonline_add_to_cart,1591882818,No
393155010,223,allonline_add_to_cart,1591883088,Yes
299669010,2614,allonline_add_to_cart,1591883316,Yes
383361010,3693,allonline_add_to_cart,1591883546,No
310832010,8116,allonline_add_to_cart,1591883819,Yes
378269010,1255,allonline_add_to_cart,1591884009,No
227829010,7710,allonline_add_to_cart,1591884288,No
349565010,3094,allonline_add_to_cart,1591884495,No
261057010,1193,allonline_add_to_cart,1591884777,No
365164010,8180,allonline_add_to_cart,1591884960,No
387728010,8121,allonline_add_to_cart,1591885214,Yes
355218010,1199,allonline_add_to_cart,1591885697,No
363055010,118,allonline_add_to_cart,1591885934,No
377956010,566,allonline_add_to_cart,1591886143,No
355216010,6473,allonline_add_to_cart,1591886379,Yes
351948010,4392,allonline_add_to_cart,1591886680,Yes
354970010,4489,allonline_add_to_cart,1591886904,No
391813010,7284,allonline_add_to_cart,1591887141,No
277568010,8233,allonline_add_to_cart,1591887382,Yes
348880010,3786,allonline_add_to_cart,1591887821,Yes
246274010,7517,allonline_add_to_cart,1591888071,Yes
358250010,4721,allonline_add_to_cart,1591888529,No
395866010,8390,allonline_add_to_cart,1591888807,Yes
260957010,2854,allonline_add_to_cart,1591889039,Yes
375066010,6213,allonline_add_to_cart,1591889257,Yes
355976010,4628,allonline_add_to_cart,1591889477,Yes
350407010,8074,allonline_add_to_cart,1591889744,Yes
342639010,745,allonline_add_to_cart,1591889985,No
371304010,5179,allonline_add_to_cart,1591890182,Yes
375336010,7883,allonline_add_to_cart,1591890479,Yes
402943010,1324,allonline_add_to_cart,1591891142,Yes
373990010,7230,allonline_add_to_cart,1591891413,No
381894010,3680,allonline_add_to_cart,1591891604,Yes
337673010,1042,allonline_add_to_cart,1591891875,No
355544010,4879,allonline_add_to_cart,1591892119,No
378118010,8601,allonline_add_to_cart,1591892361,No
356661010,4258,allonline_add_to_cart,1591892559,Yes
395875010,4829,allonline_add_to_cart,1591892837,No
348466010,4330,allonline_add_to_cart,1591893319,No
120215040,4226,allonline_add_to_cart,1591893549,Yes
395931010,3287,allonline_add_to_cart,1591893767,Yes
367412010,8052,allonline_add_to_cart,1591894026,Yes
395868010,8681,allonline_add_to_cart,1591894257,No
380226010,6631,allonline_add_to_cart,1591894488,Yes
356365010,5935,allonline_add_to_cart,1591894736,No
395900010,1807,allonline_add_to_cart,1591894956,Yes
370363010,3767,allonline_add_to_cart,1591895187,No
395719010,3545,allonline_add_to_cart,1591895422,Yes
388513010,7750,allonline_add_to_cart,1591895678,No
358325010,2237,allonline_add_to_cart,1591895931,No
156282050,7619,allonline_add_to_cart,1591896176,No
337672010,5065,allonline_add_to_cart,1591896373,Yes
372316010,2776,allonline_add_to_cart,1591896647,Yes
376897010,5050,allonline_add_to_cart,1591897121,Yes
395859010,2983,allonline_add_to_cart,1591897351,Yes
362331010,4211,allonline_add_to_cart,1591897594,No
350511010,1500,allonline_add_to_cart,1591897834,No
395879010,8321,allonline_add_to_cart,1591898064,No
384202010,3387,allonline_add_to_cart,1591898274,No
299669010,1169,allonline_add_to_cart,1591898522,Yes
395706010,3832,allonline_add_to_cart,1591898776,Yes
388910010,967,allonline_add_to_cart,1591899003,No
325907010,6704,allonline_add_to_cart,1591899226,No
383572010,6635,allonline_add_to_cart,1591899455,No
395129010,2175,allonline_add_to_cart,1591899709,Yes
395896010,5780,allonline_add_to_cart,1591899962,No
384584010,6425,allonline_add_to_cart,1591900163,No
218425010,1016,allonline_add_to_cart,1591900426,Yes
386196010,1601,allonline_add_to_cart,1591900658,No
352323010,7533,allonline_add_to_cart,1591900920,Yes
247191020,606,allonline_add_to_cart,1591901158,Yes
393152010,6279,allonline_add_to_cart,1591901558,Yes
147613010,3653,allonline_add_to_cart,1591901879,No
388879010,6629,allonline_add_to_cart,1591902103,Yes
355031010,3985,allonline_add_to_cart,1591902346,Yes
395911010,3204,allonline_add_to_cart,1591902819,No
389082010,3712,allonline_add_to_cart,1591903032,No
347729010,8017,allonline_add_to_cart,1591903230,Yes
396754010,5847,allonline_add_to_cart,1591903511,Yes
264157010,7258,allonline_add_to_cart,1591903774,Yes
355214010,2672,allonline_add_to_cart,1591904003,No
370363010,2063,allonline_add_to_cart,1591904232,Yes
357400010,4488,allonline_add_to_cart,1591904728,No
376456010,2780,allonline_add_to_cart,1591904954,Yes
363369010,5011,allonline_add_to_cart,1591905170,Yes
350292010,5472,allonline_add_to_cart,1591905397,No
338711010,1658,allonline_add_to_cart,1591905643,No
356794010,601,allonline_add_to_cart,1591905905,No
355029010,6662,allonline_add_to_cart,1591906118,No
348236010,8046,allonline_add_to_cart,1591906362,No
245044010,6395,allonline_add_to_cart,1591906612,No
395879010,4119,allonline_add_to_cart,1591906857,Yes
387968010,1474,allonline_add_to_cart,1591907073,No
383367010,7161,allonline_add_to_cart,1591907260,No
347292010,8727,allonline_add_to_cart,1591907564,No
355059010,4048,allonline_add_to_cart,1591907794,No
266031010,513,allonline_add_to_cart,1591908057,Yes
298448010,2919,allonline_add_to_cart,1591908242,Yes
366813010,3419,allonline_add_to_cart,1591908484,No
305688010,6332,allonline_add_to_cart,1591908752,No
393105010,897,allonline_add_to_cart,1591909199,No
395906010,4810,allonline_add_to_cart,1591909471,Yes
337666010,7214,allonline_add_to_cart,1591909705,No
396204010,4231,allonline_add_to_cart,1591909887,Yes
358948010,1002,allonline_add_to_cart,1591910180,Yes
357192010,742,allonline_add_to_cart,1591910390,Yes
387968010,8000,allonline_add_to_cart,1591910644,No
349699010,4727,allonline_add_to_cart,1591910903,No
396460010,8115,allonline_add_to_cart,1591911116,Yes
383101010,1678,allonline_add_to_cart,1591911366,No
396197010,7839,allonline_add_to_cart,1591911820,No
362989010,8139,allonline_add_to_cart,1591912329,No
358674010,1732,allonline_add_to_cart,1591912542,Yes
355223010,8120,allonline_add_to_cart,1591912805,No
381761010,1329,allonline_add_to_cart,1591913007,No
256665010,8254,allonline_add_to_cart,1591913251,Yes
394542010,3518,allonline_add_to_cart,1591913484,No
372317010,1241,allonline_add_to_cart,1591913711,Yes
298609010,3116,allonline_add_to_cart,1591913921,No
340576010,6281,allonline_add_to_cart,1591914218,No
362983010,3438,allonline_add_to_cart,1591914400,No
262883010,5285,allonline_add_to_cart,1591914678,Yes
181444030,4931,allonline_add_to_cart,1591914934,Yes
355073010,2285,allonline_add_to_cart,1591915164,No
373103010,2195,allonline_add_to_cart,1591915407,No
249771300,1417,allonline_add_to_cart,1591915645,No
399619010,4247,allonline_add_to_cart,1591915882,No
125459010,2728,allonline_add_to_cart,1591916085,Yes
395921010,8226,allonline_add_to_cart,1591916295,No
379238010,6251,allonline_add_to_cart,1591916598,No
383364010,2547,allonline_add_to_cart,1591916822,Yes
376463010,512,allonline_add_to_cart,1591917060,Yes
260957010,5628,allonline_add_to_cart,1591917257,Yes
365121010,5229,allonline_add_to_cart,1591917558,No
349748010,1370,allonline_add_to_cart,1591917733,Yes
381893010,3210,allonline_add_to_cart,1591918003,Yes
380227010,132,allonline_add_to_cart,1591918222,Yes
266031010,8628,allonline_add_to_cart,1591918503,No
350949010,503,allonline_add_to_cart,1591918971,No
365081010,4928,allonline_add_to_cart,1591919197,Yes
351831010,2922,allonline_add_to_cart,1591919448,No
390023010,1776,allonline_add_to_cart,1591919683,Yes
350423010,6975,allonline_add_to_cart,1591919899,No
386411010,4891,allonline_add_to_cart,1591920153,No
350497010,8633,allonline_add_to_cart,1591920401,No
260939010,1129,allonline_add_to_cart,1591920608,No
360004010,1374,allonline_add_to_cart,1591920829,No
333724010,7334,allonline_add_to_cart,1591921108,Yes
395706010,649,allonline_add_to_cart,1591921355,No
299202010,2028,allonline_add_to_cart,1591921586,No
350947010,5344,allonline_add_to_cart,1591921802,Yes
375335010,8272,allonline_add_to_cart,1591922039,Yes
356479010,1282,allonline_add_to_cart,1591922289,No
388780010,2236,allonline_add_to_cart,1591922496,No
356323010,3133,allonline_add_to_cart,1591922772,Yes
399619010,2807,allonline_add_to_cart,1591922985,No
392914010,1575,allonline_add_to_cart,1591923206,Yes
395901010,6745,allonline_add_to_cart,1591923484,Yes
388648010,5504,allonline_add_to_cart,1591924173,No
354980010,599,allonline_add_to_cart,1591924876,Yes
358325010,8355,allonline_add_to_cart,1591925155,No
390549010,4185,allonline_add_to_cart,1591925391,No
362434010,3825,allonline_add_to_cart,1591925594,No
354980010,3295,allonline_add_to_cart,1591925827,No
317079010,8586,allonline_add_to_cart,1591926094,Yes
381475010,8455,allonline_add_to_cart,1591926317,No
235647010,5761,allonline_add_to_cart,1591926572,No
390107010,2635,allonline_add_to_cart,1591927041,No
343082010,4904,allonline_add_to_cart,1591927233,No
166210030,275,allonline_add_to_cart,1591927490,No
396754010,3110,allonline_add_to_cart,1591927747,No
354984010,4856,allonline_add_to_cart,1591927965,No
349699010,226,allonline_add_to_cart,1591928223,Yes
395874010,4160,allonline_add_to_cart,1591928457,No
375064010,2717,allonline_add_to_cart,1591928695,No
354890010,1103,allonline_add_to_cart,1591928899,No
350382010,7156,allonline_add_to_cart,1591929152,Yes
260955010,7261,allonline_add_to_cart,1591929399,Yes
395921010,2260,allonline_add_to_cart,1591929648,No
380714010,623,allonline_add_to_cart,1591929873,Yes
166208030,1953,allonline_add_to_cart,1591930116,No
397668010,5558,allonline_add_to_cart,1591930370,Yes
387799010,5142,allonline_add_to_cart,1591930600,Yes
218430010,2524,allonline_add_to_cart,1591930828,Yes
317078010,2138,allonline_add_to_cart,1591931064,Yes
362323010,5053,allonline_add_to_cart,1591931317,No
350934010,2832,allonline_add_to_cart,1591931556,No
397208010,139,allonline_add_to_cart,1591931763,Yes
388737010,5532,allonline_add_to_cart,1591932012,Yes
256664010,407,allonline_add_to_cart,1591932260,Yes
332728030,5252,allonline_add_to_cart,1591932490,Yes
389561010,7373,allonline_add_to_cart,1591932738,No
347640010,2234,allonline_add_to_cart,1591932961,No
348085010,6028,allonline_add_to_cart,1591933431,No
218439010,1363,allonline_add_to_cart,1591933703,Yes
246203010,5380,allonline_add_to_cart,1591933880,No
396564010,4042,allonline_add_to_cart,1591934149,Yes
354980010,2986,allonline_add_to_cart,1591934362,Yes
125180010,2593,allonline_add_to_cart,1591934651,No
383569010,1993,allonline_add_to_cart,1591934860,Yes
350940010,5191,allonline_add_to_cart,1591935100,No
377018010,7090,allonline_add_to_cart,1591935351,Yes
350370010,5335,allonline_add_to_cart,1591935564,No
355419010,3616,allonline_add_to_cart,1591935799,No
351030010,8042,allonline_add_to_cart,1591936051,No
350939010,5769,allonline_add_to_cart,1591936290,No
362321010,552,allonline_add_to_cart,1591936525,No
349725010,5578,allonline_add_to_cart,1591936770,No
346873010,124,allonline_add_to_cart,1591937213,No
352151010,4797,allonline_add_to_cart,1591937448,No
247191020,3943,allonline_add_to_cart,1591937720,No
394567010,312,allonline_add_to_cart,1591937983,No
218429110,1642,allonline_add_to_cart,1591938201,Yes
386411010,279,allonline_add_to_cart,1591938448,Yes
388743010,4632,allonline_add_to_cart,1591938643,Yes
229279010,5906,allonline_add_to_cart,1591939159,Yes
232633010,6976,allonline_add_to_cart,1591939398,No
393205010,5209,allonline_add_to_cart,1591939593,Yes
387244010,6272,allonline_add_to_cart,1591939858,Yes
395925010,4828,allonline_add_to_cart,1591940101,No
346871010,2897,allonline_add_to_cart,1591940360,Yes
350397010,1480,allonline_add_to_cart,1591940586,No
362490010,5263,allonline_add_to_cart,1591940820,No
260955010,7815,allonline_add_to_cart,1591941288,Yes
395228010,6020,allonline_add_to_cart,1591941474,Yes
395902010,6010,allonline_add_to_cart,1591941762,No
358211010,5686,allonline_add_to_cart,1591942002,No
394569010,8323,allonline_add_to_cart,1591942253,No
372251010,7424,allonline_add_to_cart,1591942472,Yes
181443030,7729,allonline_add_to_cart,1591942734,No
325904010,5607,allonline_add_to_cart,1591942954,Yes
357402010,6441,allonline_add_to_cart,1591943201,No
377956010,6113,allonline_add_to_cart,1591943422,Yes
369588010,5492,allonline_add_to_cart,1591943658,No
358242010,4138,allonline_add_to_cart,1591943895,No
348086010,3721,allonline_add_to_cart,1591944147,Yes
337672010,7203,allonline_add_to_cart,1591944346,No
383572010,194,allonline_add_to_cart,1591944604,Yes
305678010,650,allonline_add_to_cart,1591944841,No
355976010,3260,allonline_add_to_cart,1591945097,No
394782010,8089,allonline_add_to_cart,1591945319,No
